scope,metric,value
ravdess_fold1,accuracy,0.6533333333333333
ravdess_fold1,f1_macro,0.6584899206590266
ravdess_fold1,f1_weighted,0.660722582036295
ravdess_fold1,uar,0.64375
ravdess_fold1,war,0.6533333333333333
ravdess_fold1,mcc,0.6052884954541211
ravdess_fold1,kappa,0.6012269938650308
ravdess_fold1,ece,0.06346857418616611
ravdess_fold1,loss,1.0288320690083006
